Category,Location,Investors
Off-grid Solar Power,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC"
Private Label lingerie Ecommerce,New Delhi,IvyCap Ventures
Online Food Ordering,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners"
Mobile Commerce Platform,Gurgaon,Group of Angel Investors
Online Printing Services,New Delhi,SIDBI Venture Capital Ltd
Digital Marketing Services,Bangalore,KCL
Travel Guide Mobile App,Mumbai,"Pawan Borle, SVP Fly Dubai & Others"
Fashion Ecommerce store,Bangalore,"Sequoia Capital, Seedfund"
Mobile Compression Software,Mumbai,"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran"
Peer to Peer Lending platform,Gurgaon,M&S Partners Pte. Ltd
Global Healthcare products,Ahmedabad,Sequoia Capital
Home Furnishing Solutions,Bangalore,Sequoia Capital
Skill Training & Placement Platform,Bangalore,Unitus Seed Fund
Intra-City Logistics service,Bangalore,i2india Pvt Ltd
online tiffin service aggregator,Mumbai,Group of angel investors
Electronic Goods recycling service,Delhi,"Infuse Ventures, Low Carbon Enterprise Fund"
Online Coupon & comparison platform,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others"
Parents & Kids Online platform,Mumbai,"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath"
Online Grocery platform,Bangalore,"Unitus Seed Fund, Times Internet"
Dental Clinic chain,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund"
On-Demand Logistics Service,New Delhi,YouWeCan Ventures
3D Printer Manufacturer,Bangalore,Neoteric Infomatique Limited
IT / Customer Engagement Consulting,Mumbai,ASK Pravi
Health & Fitness App,Bangalore,"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani"
Online Education Marketplace,Bangalore,Sunil Maheshwari & group of investors
Home services marketplace,Bangalore,Matrix Partners
Financial Services Platform,Chennai,"Faering Capital, Foundation Capital, Inventus Capital Partners"
Social Network for Artists,Bangalore,Group of Angel Investors from US/India
Startup funding platform,Bangalore,"Sachin Bansal, Bunny Bansal & other investors"
Food Delivery Platform,Mumbai,"Kalaari Capital, India Quotient"
Data Driven recruitment recommendation,Bangalore,"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy"
Travel Search Engine,Gurgaon,Micromax Informatics
Brain Games Platform,Chennai,Sprout Angels LLP
Video Advertisement Platform,Bangalore,AngelPrime
Algorithmic Match Making Platform,New Delhi / California,Dr David Cheriton
Mobile Chat based concierge service,New Delhi,Sequoia Capital
Online Budget Hotel Booking Service,Bangalore,"Matrix Partners India, SAIF Partners"
Online education marketplace,New Delhi,"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni"
Preventive healthcare services,Hyderabad,YouWeCan Ventures
Science Learning App,Bangalore,Unitus Seed Fund
Beauty and Wellness platform,Chennai,Chennai Angels
Online Education Platform,Noida,Oliphans Capital
SaaS product intelligence platform,,"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures"
Logistics Tech,Mumbai,"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon"
App Analytics platform,Bangalore,"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others"
Micro Finance Platform,New Delhi,"Development finance institution Belgian Investment Company, Oikocredit"
Freight logistics platform,Bangalore,"Accel Partners, Flipkart"
Credit Management Services,Chennai,"IDG Ventures India, Elevar Equity, Accion Venture Lab"
Hyperlocal Handyman Services,Mumbai,Undisclosed investors
Hyperlocal services marketplace,New Delhi,"SAIF Partners,\\xc2\\xa0 Accel Partners"
Beauty services Mobile Marketplace,Bangalore,"Tracxn Labs, Sahil Barua"
Marketing / Advertising Automation platform,Bangalore,Mape Advisory
Hyperlocal Handyman Services,Mumbai,"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar"
Online Lingerie platform,Bangalore,"Kanwaljit Singh, Angie Mahtaney, Manoj Varghese"
Railways Information Mobile app,Bangalore,"Helion Ventures, Omidiyar Network, Blume Ventures and Ujama"
Hyperlocal grocery delivery,Gurgaon,Group of Investors
Flat rental Mobile App,Bangalore,Commonfloor
Wealth Management Platform,Mumbai,Sameer Koticha
Online Food Delivery,Gurgaon,"Goldman Sachs, Rocket Internet"
Fund Raising Platform,Chennai,"Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri"
Workforce Management Software,Bangalore,"Rishi Vasudev, Amit Gupta, Rajiv Nayan"
Online Art Marketplace,Gurgaon,Viraj Tyagi & others
Online Food Delivery,Bangalore,SAIF Partners
Affordable Education,Hyderabad,Acumen Fund
Career Development,Hyderabad,Acumen Fund
Real Estate Advisory,Gurgaon,Undisclosed Investors
Banking Analytics Platform,Bangalore,"IDG Ventures, Sequoia Capital"
Customer Engagement Platform,Mumbai,Vishwas Patel
Ecommerce Logistics,Gurgaon,"Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet"
Online Food Delivery,Bangalore,Norwest Venture Partners
Speech Recognition Solutions,Chennai,"IDG Ventures, Kris Gopalakrishnan"
Online Food Delivery,Mumbai,Mayfield Ventures
Online Education Platform,Mumbai,"Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures"
Online Education Platform,Bangalore,"Accel Partners, Tiger Global Management"
Online Product Comparison,Bangalore,"S.Gopalakrishnan, Beenos"
Online Education Platform,New Delhi,Aarin Capital Partners
Online Security Platform,Pune,Exfinity Ventures
Online Medical Diagnostic,New Delhi,Florida based Angel investor
Health & Fitness App,Bangalore,Micromax Informatics
Cloud Data Integration Platform,Bangalore,"Helion Venture Partners, Orios Venture Partners"
Mobile Laundry Cleaning Service,Chennai,"Arun Chandra Mohan, Praveen Sinha"
Mobile Fitness App,Goa,Prototyze
Online Education Platform,Mumbai,"Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri"
Service-On-Demand Mobile App,Mumbai,Undisclosed Investors
Intelligent Data Analytics,Noida,"Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri"
Online Office Rental,Mumbai,Lead Angels
Lifestyle Ecommerce Portal,Gurgaon,KJS Group
Online Fashion Aggregator,Mumbai,Undisclosed Investors
Online Job skills Showcase,Bangalore,"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi"
Online News Media,Bangalore,Mohandas Pai
Enterprise Communication Platform,Ahmedabad,Samir Shah
Offline Tea Chain,New Delhi,Tiger Global Management
Business Messaging App,New Delhi,Sequoia Capital
Health Mobile App,Bangalore,Subhash Goyal
Online Ed-Tech Platform,Noida,Peesh Venture Capital
Online Travel Planning,,MakeMyTrip Innovation Fund
Hyperlocal Mobile Marketplace,Gurgaon,"Accel Partners, Helion Venture Partners"
Trucking Logistic Operations,Gurgaon,SAIF partners
B2C Messaging App,Bangalore,Biz Stone
Rooftop Solar Plants,New Delhi,Sunergy Investors
Customer Engagement Platform,Bangalore,"Kae Capital, Anoop Goyal, Mike Shah, VA Sastry"
Online Car Portal,Jaipur,HDFC Bank
Online Table Reservation,Bangalore,Sandiep Shrivatsava
Online Payment Gateway,Bangalore,Punit Soni
Parents focused Web Content,Bangalore,i2india Ventures
Payments Solution Provider,New Delhi,Jan Manten
On-demand Service marketplace,Bangalore,Nirvana Venture Advisors
On-Demand Business messaging,Bangalore,Manipal Group
Online Home D\\xc3\\xa9cor,Hyderabad,Astarc Ventures
API Workflow platform,Bangalore,Nexus Venture Partners
Affordable Hotel Booking Online,New Delhi,"Accel Partners, Kalaari Capital"
Logistics Intelligence,Goa,"Tim Chen, Sanjay Venkat"
Last Mile Logistics,Bangalore,"Sol Primero, Outbox Ventures, Nikunj Jain"
Self-driven Car rental,Bangalore,Sequoia Capital
Weight Management Service,Hyderabad,Kalaari Capital
Electric Scooter Manufacturer,Bangalore,Tiger Global
Online Food Delivery,Bangalore,"Accel Partners, SAIF Partners"
Web Content Publishing,Gurgaon,"Rudy Gopalakrishnan, ah! Ventures"
Location Based App,Dallas / Hyderabad,
Video Streaming,New Delhi,"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents."
Price Comparison,Hyderabad,"Amit Tyagi, Sandeep Acharya & others"
Online Classifieds,Mumbai,"Tiger Global, Investment AB Kinnevik, Steadview Capital"
Travel Entertainment,New Delhi,"Sequoia Capital, Jason Hirschhorn, Jarett Posner, and Amit Bhatiani"
Logistics Tech,Mumbai,"Ajit Surana, Sanjay Mehta"
eCommerce,Pune,"Silicon Valley Ventures, NEA Ventures, Valiant Capital, IDG Ventures India,\\xc2\\xa0 SAIF Partners, Vertex Ventures"
Digital / Mobile Wallet,Gurgaon,"Tree Line Asia, Cisco Investments, American Express, Sequoia Capital"
Cab Aggregator,Bangalore,"DST Global, Steadview Capital, Tiger Global, Accel Partners & Others"
Device Repair Svcs,New Delhi,"Ajai Chowdhry, Ashvin Chadha, Yogesh Bansal,\\nNitin Singhal & Others"
Premium Beverages,New Delhi,"Kanwaljit Singh, Shripad Nadkarni, Sarvesh Shahra & Others"
Digital / Mobile Wallet,Kolkata,Hyderabad based investor
Online Furnishing\\neCommerce,Bangalore,"Sequoia Capital, TR Capital, Steadview Capital, SAIF Partners, Kalaari Capital"
Ed-Tech,Mumbai,"Matrix Partners India, India Quotient"
Interactive\\xc2\\xa0 How-To Guides,Bangalore,"Helion Venture Partner, Powerhouse Ventures, GSF and Other angel investors"
Mobile Health Tech,Chennai,Unitus Seed Fund
Restaurant Reviews,Gurgaon,Info Edge (India)
Online Grocer,Bangalore,"Dragoneer Investment, Accel Partners, Qualcomm Ventures, Times Internet"
Ed-Tech,New Delhi,"Ajay Relan,"
Logistics Tech,Mumbai,Kae Capital
Online Hotel Booking,Noida,Jungle Ventures
Online Kitchen Furniture,Bangalore,Accel Partners India
Hyper-local Online Services,Mumbai,"Tiger Global Management, Lightspeed Venture Partners"
Hyper-Local Online/Mobile Grocery,Gurgaon,"Tiger Global, Sequoia Capital"
Hyper-Local Online/Mobile Grocery,Gurgaon,"SAIF Partners, Sequoia Capital"
Online Policy Aggregator,Gurgaon,"PremjiInvest, Tiger Global, Ribbit Capital"
Hyperlocal Mobile Services Marketplace,New Delhi,"SAIF Partners, Accel Partners, Kunal Bahl, Rohit Bansal"
OnDemand\\nMobile Handyman Services,Mumbai,"Orios Venture Partners, Mayfield India"
Mobile App Development,Udupi,"Ascent Capital, Kalaari Capital"
On-Demand Handyman Services,Mumbai,Powai Lake Ventures
Beauty & Wellness Mobile App,Gurgaon,YouWeCan Ventures
Material Collection & Recycling,Vadodara,Agnus Capital
Online Pharmacy & Drug DB,Gurgaon,"Deep Kalra, Sequoia Capital, Omidyar Network, Intel Capital & Kae Capital"
Online / Mobile Customer Support,Chennai,"Tiger Global, Google Capital & Accel Partners"
Online Classifieds & Listings,Chennai,GIC ventures
Hyperlocal services marketplace,New Delhi,The Phoenix Fund
Fashion ECommerce,Bangalore,Undisclosed Investor
Private Coaching Centers,New Delhi,"Michael & Susan Dell Foundation, Pearson Learning Fund"
Online Certification Courses,Bangalore,"Mayfield Ventures, Kalaari Capital, Helion Ventures"
Ethnic Product eCommerce,Mumbai,"Sequoia Capital, Nexus venture Partners, Lightspeed Ventures, GFC"
Last Minute Travel Deals mobile marketplace,Bangalore / SFO,"Version One Ventures, 500 Startups, Nexus Venture Partners and Arena Ventures"
usiness expense management,Bangalore,AngelPrime
Auto Rickshaw based Logistics,Chandigarh,"Rakesh Mathur, Vikas Taneja & others"
Restaurant reservation app,New Delhi,"Deepak Shahdadpuri, Gulpreet Kohli"
Spam Call block App,New Delhi,Lightspeed Ventures
Online Insurance Aggregator,Mumbai,"Accel US, Accel India, SAIF Partners."
Restaurant Management Platform,Pune,S S Mukherji & Others
Food Logistics & Delivery,Mumbai,"Oliphans Capital, Haresh Chawla"
Interactive Educational Games,Jaipur,"Ah! Ventures, Calcutta Angels,\\xc2\\xa0 91SpringBoard"
Clean Tech,New Delhi,Infuse Ventures fund
Grey collar Job Board,Bangalore,SEEK Ltd & affiliates
Online Furniture ecommerce,Bangalore,"Anand Rajaraman, Venky Harinarayan"
Robotic Program learning,Hyderabad,Cross Border Angels & others
Tele-Shopping / eCommerce,Mumbai,Mitsui & Co & existing investors
Used Gadgets Buy / Refurbishing,Gurgaon,"Bessemer Ventures, Blume Ventures"
Cloud Enterprise Software,Pune / US,"Greycroft Partners, Fidelity Growth Partners"
Startup Analytics platform,Bangalore,SAIF Partners
Mobile Food Ordering app,Bangalore,"Sumit Jain, Aprameya Radhakrishna, Alok Goel, Rajan Anandan, Amit Agrawal, Vinay Goel, Gaurav Munjal, Ashish Dev Kapur"
Financial Markets Software,Bangalore,Rainmatter
Hiring Analytics platform,Chennai,The HR Fund
Online Travel Marketplace,Noida,"Bessemer Venture Partners, SAIF Partners"
,,"Helion Venture Partners, Kae Capital"
,,Group of Angel Investors
,,"Maverick Capital, IDG Ventures India"
,,"Ashutosh Lawania, Alok Goel & others"
,,SAIF Partners
,,"Madhukar Gangadi, Satish Reddy, Srini Raju, Srini Koppolu & SIDBI"
,,Rajan Anandan & other angel investors
,,Kalaari Capital
,,"Powai Lake Ventures, Aneesh Reddy, Ashish Kashyap, Alok Mittal"
,,Shrem Strategies
,,Undisclosed Investors
,,Tarun Arora
,,"Tiger Global, Accel Partners"
,,Sequoia Capital
,,"IAN Ventures, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, Ajai Chowdhry"
,,"Tiger Global, Sequoia Capital."
,,Rocket Internet AG & others
,,Ratan Tata
,,"VentureEast,\\xc2\\xa0 Varaprasad Reddy"
,,"Powai Lake Ventures, Zishan Hayath, Abhishek Goyal, Sahil Barua"
,,"Kae Capital, GSF, Teruhide Sato"
,,"Zishaan Hayath, Lalit Mangal, Harpreet Singh Grover"
,,"Kunal Bahl, Rohit Bansal"
,,Ramesh kavediya
,,"IDG Ventures, Naveen Tewari"
,,I-cube-N
,,Value Fund Advisors
,,YourNest Angel Fund
,,Wipro
,,Group of Angel Investors
,,Snapdeal
,,"IDG Ventures, Outbox Ventures"
,,"CA Media LP,\\xc2\\xa0 Start Media."
,,Armat Group
,,Wu Chay Chin
,,LetsVenture
,,Valiant Capital
,,"HT Media, Arun Duggal"
,,Y Combinator
,,RVCF and SIDBI
,,LightBox Ventures
,,Sol Primero
,,"JAFCO Asia, Keystone Group, Dragoneer Investment, Accel Partners"
,,"Accion Venture Labs, Rianta Capital"
,,"Dr Mushtaq Shah, Dr Faraz Naqvi"
,,"Impact Investment Holding, Upaya Social Ventures"
,,"Greenoaks capital, Sequoia Capital, LightSpeed Ventures"
,,"Tiger Global Management, Indian Quotient, Binny Bansal"
,,"Sequoia Capital, India Quotient"
,,Undisclosed
,,Solidarity Venture Capital & others
,,Pittie Group
,,"Nick Adams, Kiran Bhat, Family Pot Investments LLP"
,,"Tiger Global, Matrix Partners, Lightspeed Venture Partners"
,,"Nandan Nilekani, Rajiv Mody, Ajai Chowdhary"
,,Tano Capital
,,TA Associates
,,"Mayfield Ventures, Kalaari Capital"
,,"Trinity Ventures, InterWest Partners, Mohr Davidow Ventures, Presidio Ventures"
,,"Zodius Capital, Ru-Net, Kalaari Capital,\\xc2\\xa0 Qualcomm Ventures"
,,Group of Angel Investors
,,Group of Angel Investors
,,Group of Angel Investors
,,Group of Angel Investors
,,Group of Angel Investors
,,Group of Angel Investors
,,"Sol Primero, Rajiv Mehta"
,,Orios Venture Partner
,,Omidyar Network
,,Valiant Capital Partners
,,India Quotient
,,"India Quotient, Kae Capital"
,,"Temasek, Norwest Venture Partners"
,,Splice Advisors
,,"Tiger Global, Times Internet, Zodius Capital"
,,Ant Financial Services (Alipay)
,,"Anand Vijay, Shashank Mehrotra & Others"
,,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina"
,,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network"
,,IDG Ventures
,,Ratan Tata
,,Lightbox Ventures
,,Chip Perry
,,Mangrove Capital Partners
,,"SAIF Partners, Sequoia Capital, Aspada"
,,AngelPrime
,,Group of Angel Investors
,,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj"
,,"Nexus Venture Partners, Matrix Partners"
,,"Sequoia Capital, Matrix Partners"
,,"Suresh Senapaty, TV Mohandas Pai"
,,"Srinivas Aluri, Srinivas Modukury, BS Nagesh"
,,Ashok Goel (promoter)
,,"Tiger Global, Rebright Partners, Sachin and Binny Bansal"
,,ah! Ventures
,,Mumbai Angels & Group of other investors
,,Helion Venture Partners
,,Cross Border Angels
,,"Calcutta Angels, Venture Nursery Angels Mumbai Angels"
,,Brick Eagle
,,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program"
,,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others"
,,"InterGlobe Technology Quotient, Lantern Capital"
,,Undisclosed
,,"SAIF Partners, Fulcrum Ventures"
,,"Unitus Seed Fund\\nNarayan Ramachandran, Bijou Kurien"
,,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures"
,,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar"
,,"V Balakrishnan, T V Mohandas Pai"
,,Sequoia Capital
,,"Sumit Jain, Rajat Jain, Sanjay Bhasin"
,,SAIF Partners
,,"Kris Gopalakrishnan, Nagaraja Prakasam"
,,"Matrix Partners, Sequoia Capital, Nexus Venture Partners"
,,"IDG Ventures India, Jungle Ventures, India Quotient."
,,"Tiger Global Management, Sequoia Capital India"
,,"TPG Growth, TR Capital, IDG Ventures"
,,"Venkat Vallabhneni, Sudhakar Reddy, Srinivasa Rao Paturi"
,,"DeNA Co., Japan & Teruhide Sato (in Addition to MKS Switzerland & Kris GopalKrishnan)"
,,TO THE NEW Ventures
,,"Tom Clausen, Rohan Ajila, Haldyn Glass"
,,"Anupam Mittal, Manish Vij, Prashant Tandon, Gaurav Agarwal, Akash Agarwal, Himanshu Aggarwal, Kevin Parikh"
,,IvyCap Ventures
,,SRI Capital
,,"Jungle Ventures, Redbright Partners, Blume Ventures"
,,Matrix Partners
,,"Devesh Sachdev, Ashish Tiwari"
,,Seedrs Crowd funding platform
